Country,Energy Source (billion kWh),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,            Hydroelectricity ,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.135,0.17,0.18,0.19,0.13,0.174,0.19,0.2,0.21,0.21
Mauritania,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.03,0.026,0.059,0.061,0.139,0.14,0.14,0.14
Mauritania,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.03,0.026,0.059,0.061,0.139,0.14,0.14,0.14
Mauritania,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.013,0.013,0.1043,0.1043,0.1043,0.1043,0.115,0.131,0.148912768
Mauritania,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,            Hydroelectricity ,0.082,0.059,0.093,0.035,0.065,0.114,0.109,0.139,0.099,0.147,0.084,0.074,0.112,0.103,0.075,0.134,0.102,0.092,0.104,0.03,0.095,0.07,0.085,0.117,0.121,0.113,0.07587,0.08302,0.107,0.121,0.1,0.055,0.073,0.094,0.09,0.121,0.099,0.089,0.12375,0.1,0.1,0.1
Mauritius,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.025,0.026,0.03,0.039,0.049,0.129,0.146,0.16
Mauritius,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.025,0.026,0.03,0.039,0.049,0.129,0.146,0.16
Mauritius,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0.0004,0.0004,0.0004,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.018,0.015,0.015,0.015,0.018,0.018
Mauritius,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.41,0.45,0.43,0.43,0.45,0.43,0.42,0.44,0.486,0.485,0.55,0.493,0.488,0.493,0.4778,0.53,0.516,0.48,0.46,0.46,0.409,0.412259465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,            Hydroelectricity ,1.487,1.031,0.576,0.476,0.362,0.465,0.625,0.825,0.926,1.145,1.184,1.234,0.954,0.439,0.831,0.605,1.937,2.062,1.759,0.817,0.711,0.862,0.842,1.441,1.592,0.969,0.988,0.906,0.92,2.542,3.433,1.986,1.615,2.757,1.621,1.866,1.242,1.173,1.67706,1.262781,0.867637,1.212652
Morocco,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.057,0.057,0.063,0.028,0.427,0.445,0.95,1.581,1.52,1.821
Morocco,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.057,0.057,0.063,0.028,0.427,0.445,0.95,1.581,1.52,1.821
Morocco,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.206,0.194,0.203,0.199,0.206,0.183,0.279,0.298,0.391,0.659,0.692,0.728,1.356,1.924,2.519,3.015,3.035,3.863,4.723,4.592,5.107
Morocco,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005414,0.005414,0.011,0.04,0.04,0.04,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,            Hydroelectricity ,13.409,3.315,2.959,5.01,0.552,0.149,0.038,0.024,0.049,0.05,0.281,0.32,0.322,0.341,0.362,0.375,0.445,0.967,1.487,7.606,9.555,11.723,12.547,10.761,11.551,13.131,14.57,15.902,14.963,16.781,16.481,16.642,14.994,14.401,16.013,17.035,15.453,13.92,13.78179,14.929619,15.70334,16
Mozambique,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0.001,0.002,0.002,0.002,0.002,0.002,0.031,0.07
Mozambique,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0.001,0.002,0.002,0.002,0.002,0.002,0.031,0.07
Mozambique,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.014,0.032,0.039,0.038,0.045,0.041,0.041,0.049,0.044,0.054,0.068,0.068,0.063,0.072,0.12,0.121,0.118,0.118,0.106,0.115,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,            Hydroelectricity ,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,1.12,0.845,0.604,0.982,1.157,1.366,1.356,1.446,1.497,1.586,1.641,1.59,1.56,1.476,1.395,1.235,1.39,1.591,1.259,1.47,1.487,1.345,1.577,1.13256,0.954,1.505,1.1
Namibia,                Geothermal,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,"                Solar, tide, wave, fuel cell",--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.014,0.022,0.029,0.039,0.057,0.1,0.238,0.348,0.369,0.38
Namibia,                    Tide and wave ,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,                    Solar ,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.014,0.022,0.029,0.039,0.057,0.1,0.238,0.348,0.369,0.38
Namibia,                Wind ,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.018,0.018,0.018,0.018
Namibia,                Biomass and waste ,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.01,0.011,0.013,0.015,0.046,0.046,0.046,0.046
Niger,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.01,0.011,0.013,0.015,0.046,0.046,0.046,0.046
Niger,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,            Hydroelectricity ,2.724,2.291,2.394,1.856,2.569,2.978,3.594,3.251,3.968,4.099,4.343,5.871,5.998,5.516,5.506,5.445,5.445,5.537,5.717,6.088,5.686,5.85,8.152,7.374,8.027,7.69,6.2,6.165,5.664,4.484,6.31,5.824,5.602,5.273,5.293,5.66379,8.06949,7.66953,7.6917,8.430051,7.686476,8
Nigeria,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.023,0.023,0.025,0.027,0.028,0.028,0.041,0.042,0.045
Nigeria,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.023,0.023,0.025,0.027,0.028,0.028,0.041,0.042,0.045
Nigeria,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.015,0.015,0.015,0.019,0.022,0.022,0.025,0.021,0.021,0.021,0.021,0.021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,            Hydroelectricity ,0.111,0.103,0.133,0.151,0.161,0.162,0.149,0.164,0.167,0.171,0.165,0.163,0.17,0.153,0.156,0.158,0.14,0.16,0.16,0.127,0.11,0.088,0.097,0.116,0.083,0.065,0.038,0.042,0.068,0.098,0.11,0.13,0.135,0.147,0.203,0.282,0.275,0.325,0.310113,0.402871,0.527112,0.45
Rwanda,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.0002,0.0002,0.0002,0.001,0.001,0.007,0.021,0.03,0.037,0.054,0.056,0.056,0.056
Rwanda,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.0002,0.0002,0.0002,0.001,0.001,0.007,0.021,0.03,0.037,0.054,0.056,0.056,0.056
Rwanda,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002329,0.002,0.002,0.002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,            Hydroelectricity ,0.007,0.007,0.008,0.006,0.008,0.008,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.007,0.009,0.01,0.004,0.006,0.007,0.006,0.004,0.008,0.01,0.008,0.007,0.005,0.006,0.006,0.006,0.006,0.008,0.007,0.007,0.007,0.01,0.01,0.01
Sao Tome and Principe,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.334,0.29,0.264,0.232,0.179,0.227,0.237,0.25,0.254,0.287,0.305,0.315,0.33,0.356,0.3564,0.3564,0.31,0.31,0.31
Senegal,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.003,0.01,0.012,0.016,0.016,0.015,0.098,0.227,0.291,0.385,0.4697
Senegal,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.003,0.01,0.012,0.016,0.016,0.015,0.098,0.227,0.291,0.385,0.4697
Senegal,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.217,0.246672294
Senegal,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0.044,0.044,0.044,0.045,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.06,0.068,0.054,0.042,0.051,0.05,0.038,0.041,0.05,0.068,0.06,0.053,0.046,0.041,0.052,0.058,0.077,0.089,0.118,0.112,0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.016,0.016,0.016,0.018,0.004,0.018,0.018,0.018,0.123,0.15,0.116,0.104,0.117,0.124,0.126,0.13,0.17,0.18,0.18,0.18
Sierra Leone,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.006,0.006,0.006,0.006,0.006
Sierra Leone,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.006,0.006,0.006,0.006,0.006
Sierra Leone,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.004,0.004,0.003942,0.003942,0.003942,0.003942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.007,0.011,0.011,0.011,0.024,0.02928
Somalia,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.007,0.011,0.011,0.011,0.024,0.02928
Somalia,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.005,0.005,0.0062,0.0062,0.0062,0.0062,0.0062
Somalia,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,            Hydroelectricity ,0.992,1.656,1.016,0.595,0.56,0.624,1.623,1.617,3.162,2.759,1.01,1.98,0.752,0.146,1.074,0.529,1.319,2.092,1.595,0.726,1.343,2.061,2.357,0.777,0.941,1.319,2.869,0.859,1.191,1.386,2.093,2.036,1.193,1.10682,0.90387,0.8019,0.67419,0.81,1.104,0.731,1.444,1.473325
South Africa,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.03,0.054,1.075,2.399,3.007,3.936,4.241,4.809,5.031,6.653
South Africa,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.03,0.054,1.075,2.399,3.007,3.936,4.241,4.809,5.031,6.653
South Africa,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.012,0.012,0.012,0.012,0.021,0.03,0.034,0.037,0.037,0.01,1.057,2.5,3.7,4.924,6.467,6.624,5.937,8.356
South Africa,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.146,0.231,0.197,0.307,0.307,0.259,0.259,0.262,0.265,0.268,0.271,0.277,0.281,0.332,0.343,0.355,0.41,0.364,0.317,0.331,0.338,0.36,0.375,0.35,0.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,            Hydroelectricity ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
South Sudan,                Geothermal,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
South Sudan,"                Solar, tide, wave, fuel cell",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,0.002,0.002,0.002,0.002,0.003,0.01,0.01,0.01,0.01
South Sudan,                    Tide and wave ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
South Sudan,                    Solar ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,0.002,0.002,0.002,0.002,0.003,0.01,0.01,0.01,0.01
South Sudan,                Wind ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
South Sudan,                Biomass and waste ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,            Hydroelectricity ,0.495,0.739,0.764,0.764,0.75,0.914,0.914,0.916,0.918,0.926,0.948,1.028,1.078,1.08,1.11,0.962,1.063,1.043,1.033,1.198,1.171,1.255,1.274,1.151,1.096,1.248,1.356,1.436,1.448,3.196,6.14,6.402,6.553,8.232,8.824,8.336,7.97,9.254,9.56043,9.7882,10.2712,10
Sudan,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.006,0.013,0.013,0.013,0.018,0.02,0.02,0.022,0.028,0.03416
Sudan,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.006,0.013,0.013,0.013,0.018,0.02,0.02,0.022,0.028,0.03416
Sudan,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.11,0.12,0.13,0.14,0.144,0.14,0.149,0.149,0.151,0.135,0.121,0.123,0.136,0.116,0.118,0.12,0.13,0.122,0.109,0.104,0.104828813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,            Hydroelectricity ,0.987,1.019,1.028,1.064,1.094,1.114,1.069,1.162,1.233,1.431,1.534,1.709,1.634,1.681,1.478,1.524,1.731,1.435,2.057,2.143,2.121,2.576,2.693,2.524,2.333,1.76,1.422,2.499,2.623,2.614,2.674,1.973,1.749,1.7,2.564,2.087,2.342,2.327,2.21166,2.4774,3.1392,3
Tanzania,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
